time	step	train_loss	lr	acc	smilarity
01-07 21:22	114400	1.9654107093811035	1.9080999999999945e-06	0.0829972936997456	0.07977942296136649
01-07 21:23	114800	1.984065055847168	1.8831249999999946e-06	0.08379452334043475	0.07969936429976653
01-07 21:23	115200	1.96806800365448	1.8581499999999947e-06	0.08521985471809668	0.08082345123283374
01-07 21:24	115600	1.9771205186843872	1.8331749999999947e-06	0.08363099579514122	0.0804277027073579
01-07 21:25	116000	1.98333740234375	1.8081999999999948e-06	0.08647964405297179	0.08124495288118337
01-07 21:26	116400	1.98736572265625	1.783224999999995e-06	0.08329204784252531	0.07927806279025015
01-07 21:27	116800	1.9385244846343994	1.758249999999995e-06	0.0846262612904515	0.07892165457208951
01-07 21:28	117200	1.9632316827774048	1.733274999999995e-06	0.08121706607547749	0.0785159045496048
01-07 21:29	117600	1.9103484153747559	1.6833249999999952e-06	0.08682863100621886	0.07918614292374024
01-07 21:29	118000	1.9302637577056885	1.6583499999999953e-06	0.08581995466295465	0.08023610123648094
01-07 21:30	118400	1.8939354419708252	1.6333749999999954e-06	0.0864986794302972	0.08208655995818284
01-07 21:31	118800	1.914322853088379	1.6083999999999955e-06	0.08382110785891002	0.08126007039577535
01-07 21:32	119200	1.9329737424850464	1.5834249999999956e-06	0.08710404385810562	0.08134462502904428
01-07 21:33	119600	1.9388020038604736	1.5584499999999956e-06	0.08509118596088465	0.0813162896591119
01-07 21:34	120000	1.9018880128860474	1.5334749999999957e-06	0.08748227765909844	0.08170828380836888
01-07 21:35	120400	1.9059244394302368	1.4835249999999959e-06	0.0871022345618943	0.08087040445743462
01-07 21:36	120800	1.9430184364318848	1.458549999999996e-06	0.08462570561041556	0.07965551331066169
01-07 21:37	121200	1.918224811553955	1.433574999999996e-06	0.07978811308402449	0.07823266547459823
01-07 21:37	121600	1.9527587890625	1.4085999999999961e-06	0.08464836260153208	0.08001913727285007
01-07 21:38	122000	1.9632316827774048	1.3836249999999962e-06	0.08862353568365192	0.08232422301975581
01-07 21:39	122400	1.96832275390625	1.3586499999999963e-06	0.08562640201572819	0.0815629831586893
01-07 21:40	122800	1.9457465410232544	1.3336749999999964e-06	0.08659538890613082	0.08157040298176116
01-07 21:41	123200	1.944871425628662	1.2837249999999965e-06	0.08661193442397487	0.08057129392639184
01-07 21:42	123600	1.954179048538208	1.2587499999999966e-06	0.08285689850755674	0.07869520640143982
01-07 21:43	124000	1.9454364776611328	1.2337749999999967e-06	0.08625588527347902	0.08005650031069915
01-07 21:44	124400	1.9525049924850464	1.2087999999999968e-06	0.08502000956726426	0.08047389988906872
01-07 21:45	124800	1.97552490234375	1.1838249999999969e-06	0.08441203039674033	0.08002648540796378
01-07 21:46	125200	1.96258544921875	1.158849999999997e-06	0.08665609550231822	0.08129541093531326
01-07 21:46	125600	1.9166879653930664	1.133874999999997e-06	0.08627255567455719	0.08101519001409031
01-07 21:47	126000	1.951326847076416	1.1088999999999971e-06	0.08663774068826294	0.08172524338349318
01-07 21:48	126400	1.891073226928711	1.0589499999999973e-06	0.08460601384076855	0.08146098136710814
01-07 21:49	126800	1.9155354499816895	1.0339749999999974e-06	0.08338982990420087	0.08001499661268333
01-07 21:50	127200	1.88413667678833	1.0089999999999975e-06	0.08206582490532645	0.08008301707032398
01-07 21:51	127600	1.8924479484558105	9.840249999999975e-07	0.08462208399662444	0.07997402262229185
01-07 21:52	128000	1.9226810932159424	9.590499999999976e-07	0.08122025689246683	0.08044359140480174
01-07 21:53	128400	1.9210689067840576	9.340749999999977e-07	0.08725705704077977	0.08150005221175839
01-07 21:54	128800	1.8871744871139526	9.090999999999978e-07	0.0846298829042426	0.08070241053326009
01-07 21:54	129200	1.8826823234558105	8.591499999999978e-07	0.08323784776355077	0.08067660487424104
01-07 21:55	129600	1.9288194179534912	8.341749999999978e-07	0.08381524615210587	0.08099850744773181
01-07 21:56	130000	1.8854379653930664	8.091999999999979e-07	0.08484674893490715	0.08040307514751567
01-07 21:57	130400	1.93817138671875	7.84224999999998e-07	0.08342662287172785	0.07960955841610064
01-07 21:58	130800	1.9401662349700928	7.592499999999981e-07	0.08459175298112395	0.08012138832456028
01-07 21:59	131200	1.95501708984375	7.342749999999981e-07	0.08484631813810539	0.08094853487534401
01-07 22:00	131600	1.9252852201461792	7.092999999999981e-07	0.08849667924401973	0.08246640739246054
01-07 22:01	132000	1.934034824371338	6.593499999999983e-07	0.0876784208780919	0.08176442269140329
01-07 22:02	132400	1.9360119104385376	6.343749999999984e-07	0.08622930075500372	0.08044466476600902
01-07 22:02	132800	1.930431604385376	6.093999999999985e-07	0.08343816827637128	0.08025747871933839
01-07 22:03	133200	1.9379340410232544	5.844249999999984e-07	0.08526406036162641	0.08090730713537109
